,host_country,game_year,event,medal_type,athlete_country
1862,great britain,2012,wrestling - freestyle 63 kg women,gold,japan
1863,great britain,2012,wrestling - freestyle 63 kg women,silver,china
1864,great britain,2012,wrestling - freestyle 63 kg women,bronze,mongolia
1865,great britain,2012,wrestling - freestyle 63 kg women,bronze,russian federation
1866,great britain,2012,wrestling - freestyle 55 kg men,gold,russian federation
1867,great britain,2012,wrestling - freestyle 55 kg men,silver,georgia
1868,great britain,2012,wrestling - freestyle 55 kg men,bronze,japan
1869,great britain,2012,wrestling - freestyle 55 kg men,bronze,north korea
1870,great britain,2012,wrestling - freestyle 72 kg women,gold,russian federation
1871,great britain,2012,wrestling - freestyle 72 kg women,silver,bulgaria
1872,great britain,2012,wrestling - freestyle 72 kg women,bronze,kazakhstan
1873,great britain,2012,wrestling - freestyle 72 kg women,bronze,spain
1874,great britain,2012,wrestling - freestyle 84 kg men,gold,azerbaijan
1875,great britain,2012,wrestling - freestyle 84 kg men,silver,puerto rico
1876,great britain,2012,wrestling - freestyle 84 kg men,bronze,georgia
1877,great britain,2012,wrestling - freestyle 84 kg men,bronze,iran
1878,great britain,2012,wrestling - greco-roman 96 kg men,gold,iran
1879,great britain,2012,wrestling - greco-roman 96 kg men,silver,russian federation
1880,great britain,2012,wrestling - greco-roman 96 kg men,bronze,armenia
1881,great britain,2012,wrestling - greco-roman 96 kg men,bronze,sweden
1882,great britain,2012,wrestling - greco-roman 74 kg men,gold,russian federation
1883,great britain,2012,wrestling - greco-roman 74 kg men,silver,armenia
1884,great britain,2012,wrestling - greco-roman 74 kg men,bronze,azerbaijan
1885,great britain,2012,wrestling - greco-roman 74 kg men,bronze,lithuania
1886,great britain,2012,wrestling - freestyle 74 kg men,gold,usa
1887,great britain,2012,wrestling - freestyle 74 kg men,silver,iran
1888,great britain,2012,wrestling - freestyle 74 kg men,bronze,hungary
1889,great britain,2012,wrestling - freestyle 74 kg men,bronze,russian federation
1890,great britain,2012,wrestling - freestyle 48 kg women,gold,japan
1891,great britain,2012,wrestling - freestyle 48 kg women,silver,azerbaijan
1892,great britain,2012,wrestling - freestyle 48 kg women,bronze,canada
1893,great britain,2012,wrestling - freestyle 48 kg women,bronze,usa
1894,great britain,2012,wrestling - freestyle 55 kg women,gold,japan
1895,great britain,2012,wrestling - freestyle 55 kg women,silver,canada
1896,great britain,2012,wrestling - freestyle 55 kg women,bronze,colombia
1897,great britain,2012,wrestling - freestyle 55 kg women,bronze,azerbaijan
1898,great britain,2012,wrestling - greco-roman 120 kg men,gold,cuba
1899,great britain,2012,wrestling - greco-roman 120 kg men,silver,estonia
1900,great britain,2012,wrestling - greco-roman 120 kg men,bronze,sweden
1901,great britain,2012,wrestling - greco-roman 120 kg men,bronze,turkey
1902,great britain,2012,wrestling - freestyle 60 kg men,gold,azerbaijan
1903,great britain,2012,wrestling - freestyle 60 kg men,silver,russian federation
1904,great britain,2012,wrestling - freestyle 60 kg men,bronze,india
1905,great britain,2012,wrestling - freestyle 60 kg men,bronze,usa
1906,great britain,2012,wrestling - greco-roman 66 kg men,gold,south korea
1907,great britain,2012,wrestling - greco-roman 66 kg men,silver,hungary
1908,great britain,2012,wrestling - greco-roman 66 kg men,bronze,france
1909,great britain,2012,wrestling - greco-roman 66 kg men,bronze,georgia
1910,great britain,2012,wrestling - greco-roman 55 kg men,gold,iran
1911,great britain,2012,wrestling - greco-roman 55 kg men,silver,azerbaijan
1912,great britain,2012,wrestling - greco-roman 55 kg men,bronze,hungary
1913,great britain,2012,wrestling - greco-roman 55 kg men,bronze,russian federation
1914,great britain,2012,wrestling - freestyle 96 kg men,gold,usa
1915,great britain,2012,wrestling - freestyle 96 kg men,silver,ukraine
1916,great britain,2012,wrestling - freestyle 96 kg men,bronze,azerbaijan
1917,great britain,2012,wrestling - freestyle 96 kg men,bronze,georgia
1918,great britain,2012,triathlon - individual men,gold,great britain
1919,great britain,2012,triathlon - individual men,silver,spain
1920,great britain,2012,triathlon - individual men,bronze,great britain
1921,great britain,2012,triathlon - individual women,gold,switzerland
1922,great britain,2012,triathlon - individual women,silver,sweden
1923,great britain,2012,triathlon - individual women,bronze,australia
1924,great britain,2012,marathon swimming - marathon - 10 km men,gold,tunisia
1925,great britain,2012,marathon swimming - marathon - 10 km men,silver,germany
1926,great britain,2012,marathon swimming - marathon - 10 km men,bronze,canada
1927,great britain,2012,marathon swimming - marathon - 10 km women,gold,hungary
1928,great britain,2012,marathon swimming - marathon - 10 km women,silver,usa
1929,great britain,2012,marathon swimming - marathon - 10 km women,bronze,italy
1930,great britain,2012,trampoline - individual men,gold,china
1931,great britain,2012,trampoline - individual men,silver,russian federation
1932,great britain,2012,trampoline - individual men,bronze,china
1933,great britain,2012,trampoline - individual women,gold,canada
1934,great britain,2012,trampoline - individual women,silver,china
1935,great britain,2012,trampoline - individual women,bronze,china
1936,great britain,2012,boxing - 64 - 69 kg men,gold,kazakhstan
1937,great britain,2012,boxing - 64 - 69 kg men,silver,great britain
1938,great britain,2012,boxing - 64 - 69 kg men,bronze,ukraine
1939,great britain,2012,boxing - 64 - 69 kg men,bronze,russian federation
1940,great britain,2012,boxing - 56kg men,gold,great britain
1941,great britain,2012,boxing - 56kg men,silver,ireland
1942,great britain,2012,boxing - 56kg men,bronze,cuba
1943,great britain,2012,boxing - 56kg men,bronze,japan
1944,great britain,2012,boxing - 52kg men,gold,cuba
1945,great britain,2012,boxing - 52kg men,silver,mongolia
1946,great britain,2012,boxing - 52kg men,bronze,russian federation
1947,great britain,2012,boxing - 52kg men,bronze,ireland
1948,great britain,2012,boxing - 75 kg middle women,gold,usa
1949,great britain,2012,boxing - 75 kg middle women,silver,russian federation
1950,great britain,2012,boxing - 75 kg middle women,bronze,kazakhstan
1951,great britain,2012,boxing - 75 kg middle women,bronze,china
1952,great britain,2012,boxing - + 91kg (super heavyweight) men,gold,great britain
1953,great britain,2012,boxing - + 91kg (super heavyweight) men,silver,italy
1954,great britain,2012,boxing - + 91kg (super heavyweight) men,bronze,azerbaijan
1955,great britain,2012,boxing - + 91kg (super heavyweight) men,bronze,kazakhstan
1956,great britain,2012,boxing - 81-91kg heavyweight men,gold,ukraine
1957,great britain,2012,boxing - 81-91kg heavyweight men,silver,italy
1958,great britain,2012,boxing - 81-91kg heavyweight men,bronze,bulgaria
1959,great britain,2012,boxing - 81-91kg heavyweight men,bronze,azerbaijan
1960,great britain,2012,boxing - 69 - 75 kg men,gold,japan
1961,great britain,2012,boxing - 69 - 75 kg men,silver,brazil
1962,great britain,2012,boxing - 69 - 75 kg men,bronze,great britain
1963,great britain,2012,boxing - 69 - 75 kg men,bronze,uzbekistan
1964,great britain,2012,boxing - 60 - 64 kg men,gold,cuba
1965,great britain,2012,boxing - 60 - 64 kg men,silver,ukraine
1966,great britain,2012,boxing - 60 - 64 kg men,bronze,italy
1967,great britain,2012,boxing - 60 - 64 kg men,bronze,mongolia
1968,great britain,2012,boxing - 60 kg light women,gold,ireland
1969,great britain,2012,boxing - 60 kg light women,silver,russian federation
1970,great britain,2012,boxing - 60 kg light women,bronze,tajikistan
1971,great britain,2012,boxing - 60 kg light women,bronze,brazil
1972,great britain,2012,boxing - 75-81kg lightheavyweight men,gold,russian federation
1973,great britain,2012,boxing - 75-81kg lightheavyweight men,silver,kazakhstan
1974,great britain,2012,boxing - 75-81kg lightheavyweight men,bronze,brazil
1975,great britain,2012,boxing - 75-81kg lightheavyweight men,bronze,ukraine
1976,great britain,2012,boxing - 46-49kg men,gold,china
1977,great britain,2012,boxing - 46-49kg men,silver,thailand
1978,great britain,2012,boxing - 46-49kg men,bronze,ireland
1979,great britain,2012,boxing - 46-49kg men,bronze,russian federation
1980,great britain,2012,boxing - 57-60kg lightweight men,gold,ukraine
1981,great britain,2012,boxing - 57-60kg lightweight men,silver,south korea
1982,great britain,2012,boxing - 57-60kg lightweight men,bronze,cuba
1983,great britain,2012,boxing - 57-60kg lightweight men,bronze,lithuania
1984,great britain,2012,boxing - 51 kg fly women,gold,great britain
1985,great britain,2012,boxing - 51 kg fly women,silver,china
1986,great britain,2012,boxing - 51 kg fly women,bronze,usa
1987,great britain,2012,boxing - 51 kg fly women,bronze,india
1988,great britain,2012,equestrian dressage - dressage individual grand prix mixed,gold,great britain
1989,great britain,2012,equestrian dressage - dressage individual grand prix mixed,silver,netherlands
1990,great britain,2012,equestrian dressage - dressage individual grand prix mixed,bronze,great britain
1991,great britain,2012,rowing - single sculls 1x men,gold,new zealand
1992,great britain,2012,rowing - single sculls 1x men,silver,czechia
1993,great britain,2012,rowing - single sculls 1x men,bronze,great britain
1994,great britain,2012,rowing - single sculls 1x women,gold,czechia
1995,great britain,2012,rowing - single sculls 1x women,silver,denmark
1996,great britain,2012,rowing - single sculls 1x women,bronze,australia
1997,great britain,2012,fencing - épée individual men,gold,venezuela
1998,great britain,2012,fencing - épée individual men,silver,norway
1999,great britain,2012,fencing - épée individual men,bronze,south korea
2000,great britain,2012,fencing - foil individual men,gold,china
2001,great britain,2012,fencing - foil individual men,silver,egypt
2002,great britain,2012,fencing - foil individual men,bronze,south korea
2003,great britain,2012,fencing - foil individual women,gold,italy
2004,great britain,2012,fencing - foil individual women,silver,italy
2005,great britain,2012,fencing - foil individual women,bronze,italy
2006,great britain,2012,fencing - sabre individual men,gold,hungary
2007,great britain,2012,fencing - sabre individual men,silver,italy
2008,great britain,2012,fencing - sabre individual men,bronze,russian federation
2009,great britain,2012,fencing - épée individual women,gold,ukraine
2010,great britain,2012,fencing - épée individual women,silver,germany
2011,great britain,2012,fencing - épée individual women,bronze,china
2012,great britain,2012,fencing - sabre individual women,gold,south korea
2013,great britain,2012,fencing - sabre individual women,silver,russian federation
2014,great britain,2012,fencing - sabre individual women,bronze,ukraine
2015,great britain,2012,table tennis - singles men,gold,china
2016,great britain,2012,table tennis - singles men,silver,china
2017,great britain,2012,table tennis - singles men,bronze,germany
2018,great britain,2012,table tennis - singles women,gold,china
2019,great britain,2012,table tennis - singles women,silver,china
2020,great britain,2012,table tennis - singles women,bronze,singapore
2021,great britain,2012,weightlifting - 105kg superheavyweight men,gold,iran
2022,great britain,2012,weightlifting - 105kg superheavyweight men,silver,iran
2023,great britain,2012,weightlifting - 105kg superheavyweight men,bronze,russian federation
2024,great britain,2012,weightlifting - 62kg featherweight men,gold,north korea
2025,great britain,2012,weightlifting - 62kg featherweight men,silver,colombia
2026,great britain,2012,weightlifting - 62kg featherweight men,bronze,indonesia
2027,great britain,2012,weightlifting - 77kg men,gold,china
2028,great britain,2012,weightlifting - 77kg men,silver,china
2029,great britain,2012,weightlifting - 77kg men,bronze,cuba
2030,great britain,2012,weightlifting - 63kg women,gold,canada
2031,great britain,2012,weightlifting - 63kg women,silver,bulgaria
2032,great britain,2012,weightlifting - 63kg women,bronze,mexico
2033,great britain,2012,weightlifting - 105kg heavyweight men,silver,iran
2034,great britain,2012,weightlifting - 105kg heavyweight men,bronze,poland
2035,great britain,2012,weightlifting - 85kg men,gold,poland
2036,great britain,2012,weightlifting - 85kg men,silver,iran
2037,great britain,2012,weightlifting - 85kg men,bronze,egypt
2038,great britain,2012,weightlifting - 75kg women,gold,spain
2039,great britain,2012,weightlifting - 75kg women,silver,egypt
2040,great britain,2012,weightlifting - 75kg women,bronze,cameroon
2041,great britain,2012,weightlifting - 69kg women,gold,north korea
2042,great britain,2012,weightlifting - 69kg women,silver,kazakhstan
2043,great britain,2012,weightlifting - 69kg women,bronze,colombia
2044,great britain,2012,weightlifting - 56kg bantamweight men,gold,north korea
2045,great britain,2012,weightlifting - 56kg bantamweight men,silver,china
2046,great britain,2012,weightlifting - 56kg bantamweight men,bronze,azerbaijan
2047,great britain,2012,weightlifting - 94kg men,gold,iran
2048,great britain,2012,weightlifting - 94kg men,silver,south korea
2049,great britain,2012,weightlifting - 94kg men,bronze,poland
2050,great britain,2012,weightlifting - 53kg women,gold,chinese taipei
2051,great britain,2012,weightlifting - 53kg women,silver,indonesia
2052,great britain,2012,weightlifting - 53kg women,bronze,ukraine
2053,great britain,2012,weightlifting - 58kg women,gold,china
2054,great britain,2012,weightlifting - 58kg women,silver,thailand
2055,great britain,2012,weightlifting - 58kg women,bronze,thailand
2056,great britain,2012,weightlifting - 48kg women,gold,china
2057,great britain,2012,weightlifting - 48kg women,silver,japan
2058,great britain,2012,weightlifting - 48kg women,bronze,north korea
2059,great britain,2012,weightlifting - +75kg women,gold,china
2060,great britain,2012,weightlifting - +75kg women,silver,russian federation
2061,great britain,2012,weightlifting - +75kg women,bronze,south korea
2062,great britain,2012,weightlifting - 69kg men,gold,china
2063,great britain,2012,weightlifting - 69kg men,silver,indonesia
2064,great britain,2012,weightlifting - 69kg men,bronze,north korea
2065,great britain,2012,gymnastics artistic - balance beam women,gold,china
2066,great britain,2012,gymnastics artistic - balance beam women,silver,china
2067,great britain,2012,gymnastics artistic - balance beam women,bronze,usa
2068,great britain,2012,gymnastics artistic - vault women,gold,romania
2069,great britain,2012,gymnastics artistic - vault women,silver,usa
2070,great britain,2012,gymnastics artistic - vault women,bronze,russian federation
2071,great britain,2012,gymnastics artistic - uneven bars women,gold,russian federation
2072,great britain,2012,gymnastics artistic - uneven bars women,silver,china
2073,great britain,2012,gymnastics artistic - uneven bars women,bronze,great britain
2074,great britain,2012,gymnastics artistic - rings men,gold,brazil
2075,great britain,2012,gymnastics artistic - rings men,silver,china
2076,great britain,2012,gymnastics artistic - rings men,bronze,italy
2077,great britain,2012,gymnastics artistic - floor exercises men,gold,china
2078,great britain,2012,gymnastics artistic - floor exercises men,silver,japan
2079,great britain,2012,gymnastics artistic - floor exercises men,bronze,russian federation
2080,great britain,2012,gymnastics artistic - individual all-round men,gold,japan
2081,great britain,2012,gymnastics artistic - individual all-round men,silver,germany
2082,great britain,2012,gymnastics artistic - individual all-round men,bronze,usa
2083,great britain,2012,gymnastics artistic - vault men,gold,south korea
2084,great britain,2012,gymnastics artistic - vault men,silver,russian federation
2085,great britain,2012,gymnastics artistic - vault men,bronze,ukraine
2086,great britain,2012,gymnastics artistic - floor exercises women,gold,usa
2087,great britain,2012,gymnastics artistic - floor exercises women,silver,romania
2088,great britain,2012,gymnastics artistic - floor exercises women,bronze,russian federation
2089,great britain,2012,gymnastics artistic - parallel bars men,gold,china
2090,great britain,2012,gymnastics artistic - parallel bars men,silver,germany
2091,great britain,2012,gymnastics artistic - parallel bars men,bronze,france
2092,great britain,2012,gymnastics artistic - horizontal bar men,gold,netherlands
2093,great britain,2012,gymnastics artistic - horizontal bar men,silver,germany
2094,great britain,2012,gymnastics artistic - horizontal bar men,bronze,china
2095,great britain,2012,gymnastics artistic - individual all-round women,gold,usa
2096,great britain,2012,gymnastics artistic - individual all-round women,silver,russian federation
2097,great britain,2012,gymnastics artistic - individual all-round women,bronze,russian federation
2098,great britain,2012,gymnastics artistic - pommel horse men,gold,hungary
2099,great britain,2012,gymnastics artistic - pommel horse men,silver,great britain
2100,great britain,2012,gymnastics artistic - pommel horse men,bronze,great britain
2101,great britain,2012,tennis - singles women,gold,usa
2102,great britain,2012,tennis - singles women,silver,russian federation
2103,great britain,2012,tennis - singles women,bronze,belarus
2104,great britain,2012,tennis - singles men,gold,great britain
2105,great britain,2012,tennis - singles men,silver,switzerland
2106,great britain,2012,tennis - singles men,bronze,argentina
2107,great britain,2012,judo - 90  100kg halfheavyweight men,gold,russian federation
2108,great britain,2012,judo - 90  100kg halfheavyweight men,silver,mongolia
2109,great britain,2012,judo - 90  100kg halfheavyweight men,bronze,germany
2110,great britain,2012,judo - 90  100kg halfheavyweight men,bronze,netherlands
2111,great britain,2012,judo - 81  90kg middleweight men,gold,south korea
2112,great britain,2012,judo - 81  90kg middleweight men,silver,cuba
2113,great britain,2012,judo - 81  90kg middleweight men,bronze,greece
2114,great britain,2012,judo - 81  90kg middleweight men,bronze,japan
2115,great britain,2012,judo - 48  52kg halflightweight women,gold,north korea
2116,great britain,2012,judo - 48  52kg halflightweight women,silver,cuba
2117,great britain,2012,judo - 48  52kg halflightweight women,bronze,italy
2118,great britain,2012,judo - 48  52kg halflightweight women,bronze,france
2119,great britain,2012,judo - 48 kg women,gold,brazil
2120,great britain,2012,judo - 48 kg women,silver,romania
2121,great britain,2012,judo - 48 kg women,bronze,belgium
2122,great britain,2012,judo - 48 kg women,bronze,hungary
2123,great britain,2012,judo - 73 - 81kg (half-middleweight) men,gold,south korea
2124,great britain,2012,judo - 73 - 81kg (half-middleweight) men,silver,germany
2125,great britain,2012,judo - 73 - 81kg (half-middleweight) men,bronze,russian federation
2126,great britain,2012,judo - 73 - 81kg (half-middleweight) men,bronze,canada
2127,great britain,2012,judo - 57 - 63kg (half-middleweight) women,gold,slovenia
2128,great britain,2012,judo - 57 - 63kg (half-middleweight) women,silver,china
2129,great britain,2012,judo - 57 - 63kg (half-middleweight) women,bronze,japan
2130,great britain,2012,judo - 57 - 63kg (half-middleweight) women,bronze,france
2131,great britain,2012,judo - 70  78kg halfheavyweight women,gold,usa
2132,great britain,2012,judo - 70  78kg halfheavyweight women,silver,great britain
2133,great britain,2012,judo - 70  78kg halfheavyweight women,bronze,france
2134,great britain,2012,judo - 70  78kg halfheavyweight women,bronze,brazil
2135,great britain,2012,judo - 63  70kg middleweight women,gold,france
2136,great britain,2012,judo - 63  70kg middleweight women,silver,germany
2137,great britain,2012,judo - 63  70kg middleweight women,bronze,colombia
2138,great britain,2012,judo - 63  70kg middleweight women,bronze,netherlands
2139,great britain,2012,judo - 52  57kg lightweight women,gold,japan
2140,great britain,2012,judo - 52  57kg lightweight women,silver,romania
2141,great britain,2012,judo - 52  57kg lightweight women,bronze,usa
2142,great britain,2012,judo - 52  57kg lightweight women,bronze,france
2143,great britain,2012,judo - 60  66kg halflightweight men,gold,georgia
2144,great britain,2012,judo - 60  66kg halflightweight men,silver,hungary
2145,great britain,2012,judo - 60  66kg halflightweight men,bronze,japan
2146,great britain,2012,judo - 60  66kg halflightweight men,bronze,south korea
2147,great britain,2012,judo - 66  73kg lightweight men,gold,russian federation
2148,great britain,2012,judo - 66  73kg lightweight men,silver,japan
2149,great britain,2012,judo - 66  73kg lightweight men,bronze,mongolia
2150,great britain,2012,judo - 66  73kg lightweight men,bronze,france
2151,great britain,2012,judo - 78kg heavyweight women,gold,cuba
2152,great britain,2012,judo - 78kg heavyweight women,silver,japan
2153,great britain,2012,judo - 78kg heavyweight women,bronze,great britain
2154,great britain,2012,judo - 78kg heavyweight women,bronze,china
2155,great britain,2012,judo - 60 kg men,gold,russian federation
2156,great britain,2012,judo - 60 kg men,silver,japan
2157,great britain,2012,judo - 60 kg men,bronze,brazil
2158,great britain,2012,judo - 60 kg men,bronze,uzbekistan
2159,great britain,2012,judo - 100kg heavyweight men,gold,france
2160,great britain,2012,judo - 100kg heavyweight men,silver,russian federation
2161,great britain,2012,judo - 100kg heavyweight men,bronze,germany
2162,great britain,2012,judo - 100kg heavyweight men,bronze,brazil
2163,great britain,2012,badminton - singles men,gold,china
2164,great britain,2012,badminton - singles men,silver,malaysia
2165,great britain,2012,badminton - singles men,bronze,china
2166,great britain,2012,badminton - singles women,gold,china
2167,great britain,2012,badminton - singles women,silver,china
2168,great britain,2012,badminton - singles women,bronze,india
2169,great britain,2012,modern pentathlon - individual competition men,gold,czechia
2170,great britain,2012,modern pentathlon - individual competition men,silver,china
2171,great britain,2012,modern pentathlon - individual competition men,bronze,hungary
2172,great britain,2012,modern pentathlon - individual competition women,gold,lithuania
2173,great britain,2012,modern pentathlon - individual competition women,silver,great britain
2174,great britain,2012,modern pentathlon - individual competition women,bronze,brazil
2175,great britain,2012,gymnastics rhythmic - individual all-round women,gold,russian federation
2176,great britain,2012,gymnastics rhythmic - individual all-round women,silver,russian federation
2177,great britain,2012,gymnastics rhythmic - individual all-round women,bronze,belarus
2178,great britain,2012,cycling road - individual road race women,gold,netherlands
2179,great britain,2012,cycling road - individual road race women,silver,great britain
2180,great britain,2012,cycling road - individual road race women,bronze,russian federation
2181,great britain,2012,cycling road - individual time trial women,gold,usa
2182,great britain,2012,cycling road - individual time trial women,silver,germany
2183,great britain,2012,cycling road - individual time trial women,bronze,russian federation
2184,great britain,2012,cycling road - individual time trial men,gold,great britain
2185,great britain,2012,cycling road - individual time trial men,silver,germany
2186,great britain,2012,cycling road - individual time trial men,bronze,great britain
2187,great britain,2012,cycling road - individual road race men,gold,kazakhstan
2188,great britain,2012,cycling road - individual road race men,silver,colombia
2189,great britain,2012,cycling road - individual road race men,bronze,norway
2190,great britain,2012,cycling track - sprint women,gold,australia
2191,great britain,2012,cycling track - sprint women,silver,great britain
2192,great britain,2012,cycling track - sprint women,bronze,china
2193,great britain,2012,cycling track - keirin men,gold,great britain
2194,great britain,2012,cycling track - keirin men,silver,germany
2195,great britain,2012,cycling track - keirin men,bronze,new zealand
2196,great britain,2012,cycling track - keirin men,bronze,netherlands
2197,great britain,2012,cycling track - omnium men,gold,denmark
2198,great britain,2012,cycling track - omnium men,silver,france
2199,great britain,2012,cycling track - omnium men,bronze,great britain
2200,great britain,2012,cycling track - sprint men,gold,great britain
2201,great britain,2012,cycling track - sprint men,silver,france
2202,great britain,2012,cycling track - sprint men,bronze,australia
2203,great britain,2012,cycling track - omnium women,gold,great britain
2204,great britain,2012,cycling track - omnium women,silver,usa
2205,great britain,2012,cycling track - omnium women,bronze,australia
2206,great britain,2012,cycling track - keirin women,gold,great britain
2207,great britain,2012,cycling track - keirin women,silver,china
2208,great britain,2012,cycling track - keirin women,bronze,"hong kong, china"
2209,great britain,2012,archery - individual fita olympic round  70m men,gold,south korea
2210,great britain,2012,archery - individual fita olympic round  70m men,silver,japan
2211,great britain,2012,archery - individual fita olympic round  70m men,bronze,china
2212,great britain,2012,archery - individual fita olympic round  70m women,gold,south korea
2213,great britain,2012,archery - individual fita olympic round  70m women,silver,mexico
2214,great britain,2012,archery - individual fita olympic round  70m women,bronze,mexico
2215,great britain,2012,taekwondo - 80 kg men,gold,italy
2216,great britain,2012,taekwondo - 80 kg men,silver,gabon
2217,great britain,2012,taekwondo - 80 kg men,bronze,china
2218,great britain,2012,taekwondo - 80 kg men,bronze,cuba
2219,great britain,2012,taekwondo - 58 kg men,gold,spain
2220,great britain,2012,taekwondo - 58 kg men,silver,south korea
2221,great britain,2012,taekwondo - 58 kg men,bronze,colombia
2222,great britain,2012,taekwondo - 58 kg men,bronze,russian federation
2223,great britain,2012,taekwondo - 68 - 80 kg men,gold,argentina
2224,great britain,2012,taekwondo - 68 - 80 kg men,silver,spain
2225,great britain,2012,taekwondo - 68 - 80 kg men,bronze,great britain
2226,great britain,2012,taekwondo - 68 - 80 kg men,bronze,italy
2227,great britain,2012,taekwondo - 58 - 68 kg men,gold,turkey
2228,great britain,2012,taekwondo - 58 - 68 kg men,silver,iran
2229,great britain,2012,taekwondo - 58 - 68 kg men,bronze,afghanistan
2230,great britain,2012,taekwondo - 58 - 68 kg men,bronze,usa
2231,great britain,2012,taekwondo - 49 - 57 kg women,gold,great britain
2232,great britain,2012,taekwondo - 49 - 57 kg women,silver,china
2233,great britain,2012,taekwondo - 49 - 57 kg women,bronze,france
2234,great britain,2012,taekwondo - 49 - 57 kg women,bronze,chinese taipei
2235,great britain,2012,taekwondo - 57 - 67 kg women,gold,south korea
2236,great britain,2012,taekwondo - 57 - 67 kg women,silver,turkey
2237,great britain,2012,taekwondo - 57 - 67 kg women,bronze,usa
2238,great britain,2012,taekwondo - 57 - 67 kg women,bronze,germany
2239,great britain,2012,taekwondo - 67 kg women,gold,serbia
2240,great britain,2012,taekwondo - 67 kg women,silver,france
2241,great britain,2012,taekwondo - 67 kg women,bronze,russian federation
2242,great britain,2012,taekwondo - 67 kg women,bronze,mexico
2243,great britain,2012,taekwondo - 49 kg women,gold,china
2244,great britain,2012,taekwondo - 49 kg women,silver,spain
2245,great britain,2012,taekwondo - 49 kg women,bronze,croatia
2246,great britain,2012,taekwondo - 49 kg women,bronze,thailand
2247,china,2008,cycling bmx - individual women,gold,france
2248,china,2008,cycling bmx - individual women,silver,france
2249,china,2008,cycling bmx - individual women,bronze,usa
2250,china,2008,cycling bmx - individual men,gold,latvia
2251,china,2008,cycling bmx - individual men,silver,usa
2252,china,2008,cycling bmx - individual men,bronze,usa
2253,china,2008,fencing - foil individual women,gold,italy
2254,china,2008,fencing - foil individual women,silver,south korea
2255,china,2008,fencing - foil individual women,bronze,italy
2256,china,2008,fencing - sabre individual women,gold,usa
2257,china,2008,fencing - sabre individual women,silver,usa
2258,china,2008,fencing - sabre individual women,bronze,usa
2259,china,2008,fencing - sabre individual men,gold,china
2260,china,2008,fencing - sabre individual men,silver,france
2261,china,2008,fencing - sabre individual men,bronze,romania
2262,china,2008,fencing - foil individual men,gold,germany
2263,china,2008,fencing - foil individual men,silver,japan
2264,china,2008,fencing - foil individual men,bronze,italy
2265,china,2008,fencing - épée individual women,gold,germany
2266,china,2008,fencing - épée individual women,silver,romania
2267,china,2008,fencing - épée individual women,bronze,hungary
2268,china,2008,fencing - épée individual men,gold,italy
2269,china,2008,fencing - épée individual men,silver,france
2270,china,2008,fencing - épée individual men,bronze,spain
2271,china,2008,triathlon - individual men,gold,germany
2272,china,2008,triathlon - individual men,silver,canada
2273,china,2008,triathlon - individual men,bronze,new zealand
2274,china,2008,triathlon - individual women,gold,australia
2275,china,2008,triathlon - individual women,silver,portugal
2276,china,2008,triathlon - individual women,bronze,australia
2277,china,2008,archery - individual fita olympic round  70m men,gold,ukraine
2278,china,2008,archery - individual fita olympic round  70m men,silver,south korea
2279,china,2008,archery - individual fita olympic round  70m men,bronze,russian federation
2280,china,2008,archery - individual fita olympic round  70m women,gold,china
2281,china,2008,archery - individual fita olympic round  70m women,silver,south korea
2282,china,2008,archery - individual fita olympic round  70m women,bronze,south korea
2283,china,2008,cycling road - individual road race women,gold,great britain
2284,china,2008,cycling road - individual road race women,silver,sweden
2285,china,2008,cycling road - individual road race women,bronze,italy
2286,china,2008,cycling road - individual road race men,gold,spain
2287,china,2008,cycling road - individual road race men,silver,switzerland
2288,china,2008,cycling road - individual road race men,bronze,russian federation
2289,china,2008,cycling road - individual time trial women,gold,usa
2290,china,2008,cycling road - individual time trial women,silver,great britain
2291,china,2008,cycling road - individual time trial women,bronze,switzerland
2292,china,2008,cycling road - individual time trial men,gold,switzerland
2293,china,2008,cycling road - individual time trial men,silver,sweden
2294,china,2008,cycling road - individual time trial men,bronze,usa
2295,china,2008,taekwondo - beijing 2008 taekwondo - 49 kg women,gold,china
2296,china,2008,taekwondo - beijing 2008 taekwondo - 49 kg women,silver,thailand
2297,china,2008,taekwondo - beijing 2008 taekwondo - 49 kg women,bronze,venezuela
2298,china,2008,taekwondo - beijing 2008 taekwondo - 49 kg women,bronze,cuba
2299,china,2008,taekwondo - 58 - 68 kg men,gold,south korea
2300,china,2008,taekwondo - 58 - 68 kg men,silver,usa
2301,china,2008,taekwondo - 58 - 68 kg men,bronze,chinese taipei
2302,china,2008,taekwondo - 58 - 68 kg men,bronze,turkey
2303,china,2008,taekwondo - beijing 2008 taekwondo - 58 kg men,gold,mexico
2304,china,2008,taekwondo - beijing 2008 taekwondo - 58 kg men,silver,dominican republic
2305,china,2008,taekwondo - beijing 2008 taekwondo - 58 kg men,bronze,chinese taipei
2306,china,2008,taekwondo - beijing 2008 taekwondo - 58 kg men,bronze,afghanistan
2307,china,2008,taekwondo - 57 - 67 kg women,gold,south korea
2308,china,2008,taekwondo - 57 - 67 kg women,silver,canada
2309,china,2008,taekwondo - 57 - 67 kg women,bronze,france
2310,china,2008,taekwondo - 57 - 67 kg women,bronze,croatia
2311,china,2008,taekwondo - 68 - 80 kg men,gold,iran
2312,china,2008,taekwondo - 68 - 80 kg men,silver,italy
