,host_country,game_year,event,medal_type,athlete_country
12371,china,2008,volleyball - volleyball men,bronze,russian federation
12372,china,2008,equestrian jumping - team mixed,gold,usa
12373,china,2008,equestrian jumping - team mixed,silver,canada
12374,china,2008,equestrian jumping - team mixed,bronze,switzerland
12375,china,2008,diving - synchronized diving 3m springboard women,gold,china
12376,china,2008,diving - synchronized diving 3m springboard women,silver,russian federation
12377,china,2008,diving - synchronized diving 3m springboard women,bronze,germany
12378,china,2008,diving - synchronized diving 10m platform men,gold,china
12379,china,2008,diving - synchronized diving 10m platform men,silver,germany
12380,china,2008,diving - synchronized diving 10m platform men,bronze,russian federation
12381,china,2008,diving - synchronized diving 3m springboard men,gold,china
12382,china,2008,diving - synchronized diving 3m springboard men,silver,russian federation
12383,china,2008,diving - synchronized diving 3m springboard men,bronze,ukraine
12384,china,2008,diving - synchronized diving 10m platform women,gold,china
12385,china,2008,diving - synchronized diving 10m platform women,silver,australia
12386,china,2008,diving - synchronized diving 10m platform women,bronze,mexico
12387,china,2008,softball - softball women,gold,japan
12388,china,2008,softball - softball women,silver,usa
12389,china,2008,softball - softball women,bronze,australia
12390,china,2008,equestrian eventing - team mixed,gold,germany
12391,china,2008,equestrian eventing - team mixed,silver,australia
12392,china,2008,equestrian eventing - team mixed,bronze,great britain
12393,china,2008,sailing - tornado - multihull mixed,gold,spain
12394,china,2008,sailing - tornado - multihull mixed,silver,australia
12395,china,2008,sailing - tornado - multihull mixed,bronze,argentina
12396,china,2008,sailing - 470 - two person dinghy women,gold,australia
12397,china,2008,sailing - 470 - two person dinghy women,silver,netherlands
12398,china,2008,sailing - 470 - two person dinghy women,bronze,brazil
12399,china,2008,sailing - yngling - keelboat women,gold,great britain
12400,china,2008,sailing - yngling - keelboat women,silver,netherlands
12401,china,2008,sailing - yngling - keelboat women,bronze,greece
12402,china,2008,sailing - 49er - skiff mixed,gold,denmark
12403,china,2008,sailing - 49er - skiff mixed,silver,spain
12404,china,2008,sailing - 49er - skiff mixed,bronze,germany
12405,china,2008,sailing - star - keelboat men,gold,great britain
12406,china,2008,sailing - star - keelboat men,silver,brazil
12407,china,2008,sailing - star - keelboat men,bronze,sweden
12408,china,2008,sailing - 470 - two person dinghy men,gold,australia
12409,china,2008,sailing - 470 - two person dinghy men,silver,great britain
12410,china,2008,sailing - 470 - two person dinghy men,bronze,france
12411,china,2008,badminton - doubles women,gold,china
12412,china,2008,badminton - doubles women,silver,south korea
12413,china,2008,badminton - doubles women,bronze,china
12414,china,2008,badminton - doubles mixed,gold,south korea
12415,china,2008,badminton - doubles mixed,silver,indonesia
12416,china,2008,badminton - doubles mixed,bronze,china
12417,china,2008,badminton - doubles men,gold,indonesia
12418,china,2008,badminton - doubles men,silver,china
12419,china,2008,badminton - doubles men,bronze,south korea
12420,china,2008,beach volleyball - beach volleyball women,gold,usa
12421,china,2008,beach volleyball - beach volleyball women,silver,china
12422,china,2008,beach volleyball - beach volleyball women,bronze,china
12423,china,2008,beach volleyball - beach volleyball men,gold,usa
12424,china,2008,beach volleyball - beach volleyball men,silver,brazil
12425,china,2008,beach volleyball - beach volleyball men,bronze,brazil
12426,china,2008,equestrian dressage - team mixed,gold,germany
12427,china,2008,equestrian dressage - team mixed,silver,netherlands
12428,china,2008,equestrian dressage - team mixed,bronze,denmark
12429,china,2008,tennis - doubles men,gold,switzerland
12430,china,2008,tennis - doubles men,silver,sweden
12431,china,2008,tennis - doubles men,bronze,usa
12432,china,2008,tennis - doubles women,gold,usa
12433,china,2008,tennis - doubles women,silver,spain
12434,china,2008,tennis - doubles women,bronze,china
12435,china,2008,gymnastics rhythmic - group competition women,gold,russian federation
12436,china,2008,gymnastics rhythmic - group competition women,silver,china
12437,china,2008,gymnastics rhythmic - group competition women,bronze,belarus
12438,china,2008,table tennis - team women,gold,china
12439,china,2008,table tennis - team women,silver,singapore
12440,china,2008,table tennis - team women,bronze,south korea
12441,china,2008,table tennis - team men,gold,china
12442,china,2008,table tennis - team men,silver,germany
12443,china,2008,table tennis - team men,bronze,south korea
12444,china,2008,basketball - basketball women,gold,usa
12445,china,2008,basketball - basketball women,silver,australia
12446,china,2008,basketball - basketball women,bronze,russian federation
12447,china,2008,basketball - basketball men,gold,usa
12448,china,2008,basketball - basketball men,silver,spain
12449,china,2008,basketball - basketball men,bronze,argentina
12450,china,2008,canoe sprint - k2 500m kayak double women,gold,hungary
12451,china,2008,canoe sprint - k2 500m kayak double women,silver,poland
12452,china,2008,canoe sprint - k2 500m kayak double women,bronze,france
12453,china,2008,canoe sprint - c2 500m canoe double men,gold,china
12454,china,2008,canoe sprint - c2 500m canoe double men,silver,russian federation
12455,china,2008,canoe sprint - c2 500m canoe double men,bronze,germany
12456,china,2008,canoe sprint - c2 1000m canoe double men,gold,belarus
12457,china,2008,canoe sprint - c2 1000m canoe double men,silver,germany
12458,china,2008,canoe sprint - c2 1000m canoe double men,bronze,hungary
12459,china,2008,canoe sprint - k4 1000m kayak four men,gold,belarus
12460,china,2008,canoe sprint - k4 1000m kayak four men,silver,slovakia
12461,china,2008,canoe sprint - k4 1000m kayak four men,bronze,germany
12462,china,2008,canoe sprint - k2 1000m kayak double men,gold,germany
12463,china,2008,canoe sprint - k2 1000m kayak double men,silver,denmark
12464,china,2008,canoe sprint - k2 1000m kayak double men,bronze,italy
12465,china,2008,canoe sprint - k2 500m kayak double men,gold,spain
12466,china,2008,canoe sprint - k2 500m kayak double men,silver,germany
12467,china,2008,canoe sprint - k2 500m kayak double men,bronze,belarus
12468,china,2008,canoe sprint - k4 500m kayak four women,gold,germany
12469,china,2008,canoe sprint - k4 500m kayak four women,silver,hungary
12470,china,2008,canoe sprint - k4 500m kayak four women,bronze,australia
12471,china,2008,cycling track - team pursuit 4000m men,gold,great britain
12472,china,2008,cycling track - team pursuit 4000m men,silver,denmark
12473,china,2008,cycling track - team pursuit 4000m men,bronze,new zealand
12474,china,2008,cycling track - madison men,gold,argentina
12475,china,2008,cycling track - madison men,silver,spain
12476,china,2008,cycling track - madison men,bronze,russian federation
12477,china,2008,cycling track - team sprint men,gold,great britain
12478,china,2008,cycling track - team sprint men,silver,france
12479,china,2008,cycling track - team sprint men,bronze,germany
12480,china,2008,swimming - 4x100m medley relay women,gold,australia
12481,china,2008,swimming - 4x100m medley relay women,silver,usa
12482,china,2008,swimming - 4x100m medley relay women,bronze,china
12483,china,2008,swimming - 4x200m freestyle relay men,gold,usa
12484,china,2008,swimming - 4x200m freestyle relay men,silver,russian federation
12485,china,2008,swimming - 4x200m freestyle relay men,bronze,australia
12486,china,2008,swimming - 4x100m medley relay men,gold,usa
12487,china,2008,swimming - 4x100m medley relay men,silver,australia
12488,china,2008,swimming - 4x100m medley relay men,bronze,japan
12489,china,2008,swimming - 4x100m freestyle relay women,gold,netherlands
12490,china,2008,swimming - 4x100m freestyle relay women,silver,usa
12491,china,2008,swimming - 4x100m freestyle relay women,bronze,australia
12492,china,2008,swimming - 4x200m freestyle relay women,gold,australia
12493,china,2008,swimming - 4x200m freestyle relay women,silver,china
12494,china,2008,swimming - 4x200m freestyle relay women,bronze,usa
12495,china,2008,swimming - 4x100m freestyle relay men,gold,usa
12496,china,2008,swimming - 4x100m freestyle relay men,silver,france
12497,china,2008,swimming - 4x100m freestyle relay men,bronze,australia
12498,china,2008,canoe slalom - c2 canoe double men,gold,slovakia
12499,china,2008,canoe slalom - c2 canoe double men,silver,czechia
12500,china,2008,canoe slalom - c2 canoe double men,bronze,russian federation
12501,china,2008,football - tournament men,gold,argentina
12502,china,2008,football - tournament men,silver,nigeria
12503,china,2008,football - tournament men,bronze,brazil
12504,china,2008,football - tournament women,gold,usa
12505,china,2008,football - tournament women,silver,brazil
12506,china,2008,football - tournament women,bronze,germany
12507,china,2008,gymnastics artistic - team competition women,gold,china
12508,china,2008,gymnastics artistic - team competition women,silver,usa
12509,china,2008,gymnastics artistic - team competition women,bronze,romania
12510,china,2008,gymnastics artistic - team competition men,gold,china
12511,china,2008,gymnastics artistic - team competition men,silver,japan
12512,china,2008,gymnastics artistic - team competition men,bronze,usa
12513,greece,2004,rowing - lightweight coxless four 4 men,gold,denmark
12514,greece,2004,rowing - lightweight coxless four 4 men,silver,australia
12515,greece,2004,rowing - lightweight coxless four 4 men,bronze,italy
12516,greece,2004,rowing - pair without coxswain 2 men,gold,australia
12517,greece,2004,rowing - pair without coxswain 2 men,silver,croatia
12518,greece,2004,rowing - pair without coxswain 2 men,bronze,south africa
12519,greece,2004,rowing - four without coxswain 4 men,gold,great britain
12520,greece,2004,rowing - four without coxswain 4 men,silver,canada
12521,greece,2004,rowing - four without coxswain 4 men,bronze,italy
12522,greece,2004,rowing - double sculls 2x men,gold,france
12523,greece,2004,rowing - double sculls 2x men,silver,slovenia
12524,greece,2004,rowing - double sculls 2x men,bronze,italy
12525,greece,2004,rowing - eight with coxswain 8 women,gold,romania
12526,greece,2004,rowing - eight with coxswain 8 women,silver,usa
12527,greece,2004,rowing - eight with coxswain 8 women,bronze,netherlands
12528,greece,2004,rowing - lightweight double sculls 2x men,gold,poland
12529,greece,2004,rowing - lightweight double sculls 2x men,silver,france
12530,greece,2004,rowing - lightweight double sculls 2x men,bronze,greece
12531,greece,2004,rowing - pair without coxswain 2 women,gold,romania
12532,greece,2004,rowing - pair without coxswain 2 women,silver,great britain
12533,greece,2004,rowing - pair without coxswain 2 women,bronze,belarus
12534,greece,2004,rowing - quadruple sculls without coxsw women,gold,germany
12535,greece,2004,rowing - quadruple sculls without coxsw women,silver,great britain
12536,greece,2004,rowing - quadruple sculls without coxsw women,bronze,australia
12537,greece,2004,rowing - eight with coxswain 8 men,gold,usa
12538,greece,2004,rowing - eight with coxswain 8 men,silver,netherlands
12539,greece,2004,rowing - eight with coxswain 8 men,bronze,australia
12540,greece,2004,rowing - quadruple sculls without coxsw men,gold,russian federation
12541,greece,2004,rowing - quadruple sculls without coxsw men,silver,czechia
12542,greece,2004,rowing - quadruple sculls without coxsw men,bronze,ukraine
12543,greece,2004,rowing - double sculls 2x women,gold,new zealand
12544,greece,2004,rowing - double sculls 2x women,silver,germany
12545,greece,2004,rowing - double sculls 2x women,bronze,great britain
12546,greece,2004,rowing - lightweight double sculls 2x women,gold,romania
12547,greece,2004,rowing - lightweight double sculls 2x women,silver,germany
12548,greece,2004,rowing - lightweight double sculls 2x women,bronze,netherlands
12549,greece,2004,basketball - basketball women,gold,usa
12550,greece,2004,basketball - basketball women,silver,australia
12551,greece,2004,basketball - basketball women,bronze,russian federation
12552,greece,2004,basketball - basketball men,gold,argentina
12553,greece,2004,basketball - basketball men,silver,italy
12554,greece,2004,basketball - basketball men,bronze,usa
12555,greece,2004,athletics - 4x400m relay women,gold,usa
12556,greece,2004,athletics - 4x400m relay women,silver,russian federation
12557,greece,2004,athletics - 4x400m relay women,bronze,jamaica
12558,greece,2004,athletics - 4x100m relay men,gold,great britain
12559,greece,2004,athletics - 4x100m relay men,silver,usa
12560,greece,2004,athletics - 4x100m relay men,bronze,nigeria
12561,greece,2004,athletics - 4x400m relay men,gold,usa
12562,greece,2004,athletics - 4x400m relay men,silver,australia
12563,greece,2004,athletics - 4x400m relay men,bronze,nigeria
12564,greece,2004,athletics - 4x100m relay women,gold,jamaica
12565,greece,2004,athletics - 4x100m relay women,silver,russian federation
12566,greece,2004,athletics - 4x100m relay women,bronze,france
12567,greece,2004,equestrian eventing - team mixed,gold,france
12568,greece,2004,equestrian eventing - team mixed,silver,great britain
12569,greece,2004,equestrian eventing - team mixed,bronze,usa
12570,greece,2004,table tennis - doubles women,gold,china
12571,greece,2004,table tennis - doubles women,silver,south korea
12572,greece,2004,table tennis - doubles women,bronze,china
12573,greece,2004,table tennis - doubles men,gold,china
12574,greece,2004,table tennis - doubles men,silver,"hong kong, china"
12575,greece,2004,table tennis - doubles men,bronze,denmark
12576,greece,2004,cycling track - team pursuit 4000m men,gold,australia
12577,greece,2004,cycling track - team pursuit 4000m men,silver,great britain
12578,greece,2004,cycling track - team pursuit 4000m men,bronze,spain
12579,greece,2004,cycling track - madison men,gold,australia
12580,greece,2004,cycling track - madison men,silver,switzerland
12581,greece,2004,cycling track - madison men,bronze,great britain
12582,greece,2004,cycling track - team sprint men,gold,germany
12583,greece,2004,cycling track - team sprint men,silver,japan
12584,greece,2004,cycling track - team sprint men,bronze,france
12585,greece,2004,equestrian dressage - team mixed,gold,germany
12586,greece,2004,equestrian dressage - team mixed,silver,spain
12587,greece,2004,equestrian dressage - team mixed,bronze,usa
12588,greece,2004,swimming - 4x100m medley relay men,gold,usa
12589,greece,2004,swimming - 4x100m medley relay men,silver,germany
12590,greece,2004,swimming - 4x100m medley relay men,bronze,japan
12591,greece,2004,swimming - 4x100m medley relay women,gold,australia
12592,greece,2004,swimming - 4x100m medley relay women,silver,usa
12593,greece,2004,swimming - 4x100m medley relay women,bronze,germany
12594,greece,2004,swimming - 4x100m freestyle relay women,gold,australia
12595,greece,2004,swimming - 4x100m freestyle relay women,silver,usa
12596,greece,2004,swimming - 4x100m freestyle relay women,bronze,netherlands
12597,greece,2004,swimming - 4x100m freestyle relay men,gold,south africa
12598,greece,2004,swimming - 4x100m freestyle relay men,silver,netherlands
12599,greece,2004,swimming - 4x100m freestyle relay men,bronze,usa
12600,greece,2004,swimming - 4x200m freestyle relay men,gold,usa
12601,greece,2004,swimming - 4x200m freestyle relay men,silver,australia
12602,greece,2004,swimming - 4x200m freestyle relay men,bronze,italy
12603,greece,2004,swimming - 4x200m freestyle relay women,gold,usa
12604,greece,2004,swimming - 4x200m freestyle relay women,silver,china
12605,greece,2004,swimming - 4x200m freestyle relay women,bronze,germany
12606,greece,2004,volleyball - volleyball men,gold,brazil
12607,greece,2004,volleyball - volleyball men,silver,italy
12608,greece,2004,volleyball - volleyball men,bronze,russian federation
12609,greece,2004,volleyball - volleyball women,gold,china
12610,greece,2004,volleyball - volleyball women,silver,russian federation
12611,greece,2004,volleyball - volleyball women,bronze,cuba
12612,greece,2004,football - football men,gold,argentina
12613,greece,2004,football - football men,silver,paraguay
12614,greece,2004,football - football men,bronze,italy
12615,greece,2004,football - football women,gold,usa
12616,greece,2004,football - football women,silver,brazil
12617,greece,2004,football - football women,bronze,germany
12618,greece,2004,archery - team fita olympic round  70m men,gold,south korea
12619,greece,2004,archery - team fita olympic round  70m men,silver,chinese taipei
12620,greece,2004,archery - team fita olympic round  70m men,bronze,ukraine
12621,greece,2004,archery - team fita olympic round  70m women,gold,south korea
12622,greece,2004,archery - team fita olympic round  70m women,silver,china
12623,greece,2004,archery - team fita olympic round  70m women,bronze,chinese taipei
12624,greece,2004,gymnastics rhythmic - group competition women,gold,russian federation
12625,greece,2004,gymnastics rhythmic - group competition women,silver,italy
12626,greece,2004,gymnastics rhythmic - group competition women,bronze,bulgaria
12627,greece,2004,tennis - doubles women,gold,china
12628,greece,2004,tennis - doubles women,silver,spain
12629,greece,2004,tennis - doubles women,bronze,argentina
12630,greece,2004,tennis - doubles men,gold,chile
12631,greece,2004,tennis - doubles men,silver,germany
12632,greece,2004,tennis - doubles men,bronze,croatia
12633,greece,2004,equestrian jumping - team mixed,gold,usa
12634,greece,2004,equestrian jumping - team mixed,silver,sweden
12635,greece,2004,equestrian jumping - team mixed,bronze,germany
12636,greece,2004,gymnastics artistic - team competition women,gold,romania
12637,greece,2004,gymnastics artistic - team competition women,silver,usa
12638,greece,2004,gymnastics artistic - team competition women,bronze,russian federation
12639,greece,2004,gymnastics artistic - team competition men,gold,japan
12640,greece,2004,gymnastics artistic - team competition men,silver,usa
12641,greece,2004,gymnastics artistic - team competition men,bronze,romania
12642,greece,2004,hockey - hockey women,gold,germany
12643,greece,2004,hockey - hockey women,silver,netherlands
12644,greece,2004,hockey - hockey women,bronze,argentina
12645,greece,2004,hockey - hockey men,gold,australia
12646,greece,2004,hockey - hockey men,silver,netherlands
12647,greece,2004,hockey - hockey men,bronze,germany
12648,greece,2004,fencing - sabre team men,gold,france
12649,greece,2004,fencing - sabre team men,silver,italy
12650,greece,2004,fencing - sabre team men,bronze,russian federation
12651,greece,2004,fencing - épée team men,gold,france
12652,greece,2004,fencing - épée team men,silver,hungary
12653,greece,2004,fencing - épée team men,bronze,germany
12654,greece,2004,fencing - épée team women,gold,russian federation
12655,greece,2004,fencing - épée team women,silver,germany
12656,greece,2004,fencing - épée team women,bronze,france
12657,greece,2004,fencing - foil team men,gold,italy
12658,greece,2004,fencing - foil team men,silver,china
12659,greece,2004,fencing - foil team men,bronze,russian federation
12660,greece,2004,canoe slalom - c2 canoe double men,gold,slovakia
12661,greece,2004,canoe slalom - c2 canoe double men,silver,germany
12662,greece,2004,canoe slalom - c2 canoe double men,bronze,czechia
12663,greece,2004,badminton - doubles mixed,gold,china
12664,greece,2004,badminton - doubles mixed,silver,great britain
12665,greece,2004,badminton - doubles mixed,bronze,denmark
12666,greece,2004,badminton - doubles women,gold,china
12667,greece,2004,badminton - doubles women,silver,china
12668,greece,2004,badminton - doubles women,bronze,south korea
12669,greece,2004,badminton - doubles men,gold,south korea
12670,greece,2004,badminton - doubles men,silver,south korea
12671,greece,2004,badminton - doubles men,bronze,indonesia
12672,greece,2004,water polo - water polo women,gold,italy
12673,greece,2004,water polo - water polo women,silver,greece
12674,greece,2004,water polo - water polo women,bronze,usa
12675,greece,2004,water polo - water polo men,gold,hungary
12676,greece,2004,water polo - water polo men,silver,serbia and montenegro
12677,greece,2004,water polo - water polo men,bronze,russian federation
12678,greece,2004,beach volleyball - beach volleyball men,gold,brazil
12679,greece,2004,beach volleyball - beach volleyball men,silver,spain
12680,greece,2004,beach volleyball - beach volleyball men,bronze,switzerland
12681,greece,2004,beach volleyball - beach volleyball women,gold,usa
12682,greece,2004,beach volleyball - beach volleyball women,silver,brazil
12683,greece,2004,beach volleyball - beach volleyball women,bronze,usa
12684,greece,2004,sailing - 49er - skiff mixed,gold,spain
12685,greece,2004,sailing - 49er - skiff mixed,silver,ukraine
12686,greece,2004,sailing - 49er - skiff mixed,bronze,great britain
12687,greece,2004,sailing - 470 - two person dinghy women,gold,greece
12688,greece,2004,sailing - 470 - two person dinghy women,silver,spain
12689,greece,2004,sailing - 470 - two person dinghy women,bronze,sweden
12690,greece,2004,sailing - star - keelboat men,gold,brazil
12691,greece,2004,sailing - star - keelboat men,silver,canada
12692,greece,2004,sailing - star - keelboat men,bronze,france
12693,greece,2004,sailing - tornado - multihull mixed,gold,austria
12694,greece,2004,sailing - tornado - multihull mixed,silver,usa
12695,greece,2004,sailing - tornado - multihull mixed,bronze,argentina
12696,greece,2004,sailing - 470 - two person dinghy men,gold,usa
12697,greece,2004,sailing - 470 - two person dinghy men,silver,great britain
12698,greece,2004,sailing - 470 - two person dinghy men,bronze,japan
12699,greece,2004,sailing - yngling - keelboat women,gold,great britain
12700,greece,2004,sailing - yngling - keelboat women,silver,ukraine
12701,greece,2004,sailing - yngling - keelboat women,bronze,denmark
12702,greece,2004,diving - synchronized diving 3m springboard women,gold,china
12703,greece,2004,diving - synchronized diving 3m springboard women,silver,russian federation
12704,greece,2004,diving - synchronized diving 3m springboard women,bronze,australia
12705,greece,2004,diving - synchronized diving 10m platform men,gold,china
12706,greece,2004,diving - synchronized diving 10m platform men,silver,great britain
12707,greece,2004,diving - synchronized diving 10m platform men,bronze,australia
12708,greece,2004,diving - synchronized diving 10m platform women,gold,china
12709,greece,2004,diving - synchronized diving 10m platform women,silver,russian federation
12710,greece,2004,diving - synchronized diving 10m platform women,bronze,canada
12711,greece,2004,diving - synchronized diving 3m springboard men,gold,greece
12712,greece,2004,diving - synchronized diving 3m springboard men,silver,germany
12713,greece,2004,diving - synchronized diving 3m springboard men,bronze,australia
12714,greece,2004,canoe sprint - c2 1000m canoe double men,gold,germany
12715,greece,2004,canoe sprint - c2 1000m canoe double men,silver,russian federation
12716,greece,2004,canoe sprint - c2 1000m canoe double men,bronze,hungary
12717,greece,2004,canoe sprint - k4 1000m kayak four men,gold,hungary
12718,greece,2004,canoe sprint - k4 1000m kayak four men,silver,germany
12719,greece,2004,canoe sprint - k4 1000m kayak four men,bronze,slovakia
12720,greece,2004,canoe sprint - k2 500m kayak double men,gold,germany
12721,greece,2004,canoe sprint - k2 500m kayak double men,silver,australia
12722,greece,2004,canoe sprint - k2 500m kayak double men,bronze,belarus
12723,greece,2004,canoe sprint - k2 500m kayak double women,gold,hungary
12724,greece,2004,canoe sprint - k2 500m kayak double women,silver,germany
12725,greece,2004,canoe sprint - k2 500m kayak double women,bronze,poland
12726,greece,2004,canoe sprint - k2 1000m kayak double men,gold,sweden
12727,greece,2004,canoe sprint - k2 1000m kayak double men,silver,italy
12728,greece,2004,canoe sprint - k2 1000m kayak double men,bronze,norway
12729,greece,2004,canoe sprint - k4 500m kayak four women,gold,germany
12730,greece,2004,canoe sprint - k4 500m kayak four women,silver,hungary
12731,greece,2004,canoe sprint - k4 500m kayak four women,bronze,ukraine
12732,greece,2004,canoe sprint - c2 500m canoe double men,gold,china
12733,greece,2004,canoe sprint - c2 500m canoe double men,silver,cuba
12734,greece,2004,canoe sprint - c2 500m canoe double men,bronze,russian federation
12735,greece,2004,baseball - baseball men,gold,cuba
12736,greece,2004,baseball - baseball men,silver,australia
12737,greece,2004,baseball - baseball men,bronze,japan
12738,greece,2004,softball - softball women,gold,usa
12739,greece,2004,softball - softball women,silver,australia
12740,greece,2004,softball - softball women,bronze,japan
12741,greece,2004,handball - handball women,gold,denmark
12742,greece,2004,handball - handball women,silver,south korea
12743,greece,2004,handball - handball women,bronze,ukraine
12744,greece,2004,handball - handball men,gold,croatia
12745,greece,2004,handball - handball men,silver,germany
12746,greece,2004,handball - handball men,bronze,russian federation
12747,greece,2004,synchronized swimming - team women,gold,russian federation
12748,greece,2004,synchronized swimming - team women,silver,japan
12749,greece,2004,synchronized swimming - team women,bronze,usa
12750,greece,2004,synchronized swimming - duet women,gold,russian federation
12751,greece,2004,synchronized swimming - duet women,silver,japan
12752,greece,2004,synchronized swimming - duet women,bronze,usa
12753,australia,2000,canoe slalom - c2 canoe double men,gold,slovakia
12754,australia,2000,canoe slalom - c2 canoe double men,silver,poland
12755,australia,2000,canoe slalom - c2 canoe double men,bronze,czechia
12756,australia,2000,hockey - hockey women,gold,australia
12757,australia,2000,hockey - hockey women,silver,argentina
12758,australia,2000,hockey - hockey women,bronze,netherlands
12759,australia,2000,hockey - hockey men,gold,netherlands
12760,australia,2000,hockey - hockey men,silver,south korea
12761,australia,2000,hockey - hockey men,bronze,australia
12762,australia,2000,fencing - épée team men,gold,italy
12763,australia,2000,fencing - épée team men,silver,france
12764,australia,2000,fencing - épée team men,bronze,cuba
12765,australia,2000,fencing - sabre team men,gold,russian federation
12766,australia,2000,fencing - sabre team men,silver,france
12767,australia,2000,fencing - sabre team men,bronze,germany
12768,australia,2000,fencing - foil team women,gold,italy
12769,australia,2000,fencing - foil team women,silver,poland
12770,australia,2000,fencing - foil team women,bronze,germany
12771,australia,2000,fencing - foil team men,gold,france
12772,australia,2000,fencing - foil team men,silver,china
12773,australia,2000,fencing - foil team men,bronze,italy
12774,australia,2000,fencing - épée team women,gold,russian federation
12775,australia,2000,fencing - épée team women,silver,switzerland
12776,australia,2000,fencing - épée team women,bronze,china
12777,australia,2000,equestrian dressage - team mixed,gold,germany
12778,australia,2000,equestrian dressage - team mixed,silver,netherlands
12779,australia,2000,equestrian dressage - team mixed,bronze,usa
12780,australia,2000,volleyball - volleyball women,gold,cuba
12781,australia,2000,volleyball - volleyball women,silver,russian federation
12782,australia,2000,volleyball - volleyball women,bronze,brazil
12783,australia,2000,volleyball - volleyball men,gold,serbia and montenegro
12784,australia,2000,volleyball - volleyball men,silver,russian federation
12785,australia,2000,volleyball - volleyball men,bronze,italy
12786,australia,2000,cycling track - team pursuit 4000m men,gold,germany
12787,australia,2000,cycling track - team pursuit 4000m men,silver,ukraine
12788,australia,2000,cycling track - team pursuit 4000m men,bronze,great britain
12789,australia,2000,cycling track - madison men,gold,australia
12790,australia,2000,cycling track - madison men,silver,belgium
12791,australia,2000,cycling track - madison men,bronze,italy
12792,australia,2000,cycling track - olympic sprint men,gold,france
12793,australia,2000,cycling track - olympic sprint men,silver,great britain
12794,australia,2000,cycling track - olympic sprint men,bronze,australia
12795,australia,2000,table tennis - doubles men,gold,china
12796,australia,2000,table tennis - doubles men,silver,china
12797,australia,2000,table tennis - doubles men,bronze,france
12798,australia,2000,table tennis - doubles women,gold,china
12799,australia,2000,table tennis - doubles women,silver,china
12800,australia,2000,table tennis - doubles women,bronze,south korea
12801,australia,2000,equestrian jumping - team mixed,gold,germany
12802,australia,2000,equestrian jumping - team mixed,silver,switzerland
12803,australia,2000,equestrian jumping - team mixed,bronze,brazil
12804,australia,2000,water polo - water polo women,gold,australia
12805,australia,2000,water polo - water polo women,silver,usa
12806,australia,2000,water polo - water polo women,bronze,russian federation
12807,australia,2000,water polo - water polo men,gold,hungary
12808,australia,2000,water polo - water polo men,silver,russian federation
12809,australia,2000,water polo - water polo men,bronze,serbia and montenegro
12810,australia,2000,gymnastics artistic - team competition women,gold,romania
12811,australia,2000,gymnastics artistic - team competition women,silver,russian federation
12812,australia,2000,gymnastics artistic - team competition women,bronze,usa
12813,australia,2000,gymnastics artistic - team competition men,gold,china
12814,australia,2000,gymnastics artistic - team competition men,silver,ukraine
12815,australia,2000,gymnastics artistic - team competition men,bronze,russian federation
12816,australia,2000,football - football women,gold,norway
12817,australia,2000,football - football women,silver,usa
12818,australia,2000,football - football women,bronze,germany
12819,australia,2000,football - football men,gold,cameroon
12820,australia,2000,football - football men,silver,spain
12821,australia,2000,football - football men,bronze,chile
12822,australia,2000,canoe sprint - k4 500m kayak four women,gold,germany
12823,australia,2000,canoe sprint - k4 500m kayak four women,silver,hungary
12824,australia,2000,canoe sprint - k4 500m kayak four women,bronze,romania
12825,australia,2000,canoe sprint - c2 500m canoe double men,gold,hungary
12826,australia,2000,canoe sprint - c2 500m canoe double men,silver,poland
12827,australia,2000,canoe sprint - c2 500m canoe double men,bronze,romania
12828,australia,2000,canoe sprint - k2 1000m kayak double men,gold,italy
12829,australia,2000,canoe sprint - k2 1000m kayak double men,silver,sweden
12830,australia,2000,canoe sprint - k2 1000m kayak double men,bronze,hungary
12831,australia,2000,canoe sprint - k2 500m kayak double women,gold,germany
12832,australia,2000,canoe sprint - k2 500m kayak double women,silver,hungary
12833,australia,2000,canoe sprint - k2 500m kayak double women,bronze,poland
12834,australia,2000,canoe sprint - k2 500m kayak double men,gold,hungary
12835,australia,2000,canoe sprint - k2 500m kayak double men,silver,australia
12836,australia,2000,canoe sprint - k2 500m kayak double men,bronze,germany
12837,australia,2000,canoe sprint - k4 1000m kayak four men,gold,hungary
12838,australia,2000,canoe sprint - k4 1000m kayak four men,silver,germany
12839,australia,2000,canoe sprint - k4 1000m kayak four men,bronze,poland
12840,australia,2000,canoe sprint - c2 1000m canoe double men,gold,romania
12841,australia,2000,canoe sprint - c2 1000m canoe double men,silver,cuba
12842,australia,2000,canoe sprint - c2 1000m canoe double men,bronze,germany
12843,australia,2000,badminton - doubles men,gold,indonesia
12844,australia,2000,badminton - doubles men,silver,south korea
12845,australia,2000,badminton - doubles men,bronze,south korea
12846,australia,2000,badminton - doubles women,gold,china
12847,australia,2000,badminton - doubles women,silver,china
12848,australia,2000,badminton - doubles women,bronze,china
12849,australia,2000,badminton - doubles mixed,gold,china
12850,australia,2000,badminton - doubles mixed,silver,indonesia
12851,australia,2000,badminton - doubles mixed,bronze,great britain
12852,australia,2000,beach volleyball - beach volleyball women,gold,australia
12853,australia,2000,beach volleyball - beach volleyball women,silver,brazil
12854,australia,2000,beach volleyball - beach volleyball women,bronze,brazil
12855,australia,2000,beach volleyball - beach volleyball men,gold,usa
